Accident_Date,Airline,Severity,Fatalities,Survivors,Aircraft_Type,Accident_Cause,Location,Weather_Condition,Altitude_ft,Speed_knots,Pilot_Experience_Years,Time_of_Accident,Majority_Survivor_Location,Plane_Damage
24/09/2018,Turkish Airlines,Minor,9,105,Boeing 747,Fuel exhaustion,"Paris, France",Snow,19264,428,5,Night,Front,Partial - High Monetary Damage
20/01/2013,Qatar Airways,Severe,272,42,Airbus A380,Controlled flight into terrain,"Toronto, Canada",Windy,33011,251,38,Daylight,Back,Partial - High Monetary Damage
03/08/2019,Air India,Minor,5,235,Airbus A380,Pilot error,"Beijing, China",Fog,24174,164,22,Night,Front,Partial - Low Monetary Damage
23/02/2022,British Airways,Minor,8,148,Boeing 777,Lightning strike,"Beijing, China",Windy,9661,250,9,Night,Front,Full Plane
03/10/2025,United,Minor,9,291,Airbus A350,Controlled flight into terrain,"Beijing, China",Thunderstorm,32094,341,18,Night,Back,Full Plane
17/11/2024,Air India,Minor,3,125,Embraer 190,Landing gear malfunction,"London, UK",Clear,30124,397,37,Daylight,Front,Partial - High Monetary Damage
31/07/2017,Air India,Minor,6,59,Boeing 777,Mid-air collision,"Toronto, Canada",Clear,22955,542,26,Night,Front,Partial - Low Monetary Damage
05/03/2014,American Airlines,Minor,7,122,Airbus A380,Mid-air collision,"Dubai, UAE",Fog,34352,314,2,Daylight,Front,Full Plane
27/07/2020,American Airlines,Severe,288,166,Boeing 747,Sabotage,"Paris, France",Clear,24644,592,7,Daylight,Back,Partial - High Monetary Damage
25/03/2013,Emirates,Minor,4,70,Airbus A320,Sabotage,"Beijing, China",Thunderstorm,31119,125,31,Daylight,Front,Partial - High Monetary Damage
14/11/2021,Delta,Minor,2,250,Bombardier CRJ900,Engine failure during takeoff,"Mumbai, India",Fog,3196,420,3,Night,Back,Partial - Low Monetary Damage
18/05/2020,American Airlines,Minor,8,218,Boeing 737,Sabotage,"Sydney, Australia",Thunderstorm,14171,115,37,Daylight,Back,Partial - Low Monetary Damage
30/06/2018,Delta,Severe,236,93,Airbus A320,Runway excursion,"Mumbai, India",Fog,25381,469,10,Night,Front,Full Plane
27/08/2010,Air India,Minor,6,176,Boeing 747,Mid-air collision,"Paris, France",Thunderstorm,21466,125,7,Night,Front,Full Plane
16/06/2015,American Airlines,Minor,0,175,Boeing 777,Mid-air collision,"São Paulo, Brazil",Clear,27194,390,29,Night,Back,Full Plane
10/05/2013,American Airlines,Minor,1,126,Embraer 190,Pilot error,"Sydney, Australia",Thunderstorm,9612,246,28,Night,Front,Full Plane
21/02/2010,United,Severe,174,251,Boeing 777,Pilot error,"Tokyo, Japan",Windy,3382,104,20,Daylight,Back,Partial - High Monetary Damage
06/05/2021,Qatar Airways,Severe,248,216,Boeing 737,Pilot error,"Beijing, China",Fog,12733,407,22,Night,Back,Full Plane
01/11/2020,Air India,Minor,6,189,Airbus A380,Structural failure,"Toronto, Canada",Clear,27686,133,5,Daylight,Back,Partial - High Monetary Damage
25/01/2020,Turkish Airlines,Severe,276,32,Bombardier CRJ900,Engine failure during takeoff,"Tokyo, Japan",Clear,14131,314,31,Night,Front,Partial - High Monetary Damage
02/08/2022,Turkish Airlines,Minor,10,47,Boeing 737,Pilot error,"New York, USA",Rain,16628,457,30,Night,Front,Full Plane
30/01/2015,United,Minor,7,265,Bombardier CRJ900,Runway excursion,"Dubai, UAE",Snow,19925,281,3,Daylight,Back,Full Plane
10/01/2016,Singapore Airlines,Severe,220,65,Boeing 777,Runway excursion,"Mumbai, India",Snow,18432,347,9,Daylight,Back,Full Plane
26/10/2019,Delta,Minor,8,164,Airbus A320,Structural failure,"Beijing, China",Thunderstorm,13846,216,10,Night,Back,Partial - High Monetary Damage
18/10/2011,British Airways,Severe,165,223,Airbus A320,Runway excursion,"São Paulo, Brazil",Thunderstorm,39002,344,14,Night,Front,Partial - High Monetary Damage
01/03/2010,Delta,Minor,3,217,Embraer 190,Lightning strike,"Mumbai, India",Snow,16919,312,36,Daylight,Front,Partial - Low Monetary Damage
14/02/2019,Air India,Minor,8,172,Boeing 737,Lightning strike,"Paris, France",Windy,26408,165,1,Daylight,Front,Partial - Low Monetary Damage
30/01/2014,Singapore Airlines,Minor,8,56,Boeing 777,Fuel exhaustion,"Sydney, Australia",Clear,33336,247,17,Night,Back,Full Plane
07/12/2024,Delta,Severe,64,196,Boeing 737,Engine failure during takeoff,"Dubai, UAE",Snow,39174,550,23,Night,Front,Partial - High Monetary Damage
16/01/2022,Qatar Airways,Minor,1,109,Boeing 747,Pilot error,"Sydney, Australia",Fog,24741,185,15,Night,Back,Full Plane
08/02/2015,Singapore Airlines,Minor,1,56,Airbus A320,Structural failure,"São Paulo, Brazil",Thunderstorm,16030,307,20,Daylight,Front,Full Plane
23/12/2014,American Airlines,Minor,1,233,Airbus A320,Engine failure during takeoff,"Tokyo, Japan",Windy,15245,295,29,Night,Back,Full Plane
19/12/2015,British Airways,Minor,3,86,Airbus A380,Bird strike,"New York, USA",Rain,6878,455,33,Night,Front,Full Plane
21/04/2024,Turkish Airlines,Severe,58,240,Airbus A350,Engine failure during takeoff,"Beijing, China",Snow,35207,498,11,Night,Front,Partial - High Monetary Damage
15/03/2024,British Airways,Minor,10,48,Bombardier CRJ900,Fuel exhaustion,"Toronto, Canada",Fog,4714,596,29,Night,Back,Full Plane
13/10/2017,Lufthansa,Severe,139,168,Boeing 777,Lightning strike,"Dubai, UAE",Clear,9865,455,30,Daylight,Back,Partial - Low Monetary Damage
12/04/2024,Turkish Airlines,Minor,2,128,Airbus A320,Controlled flight into terrain,"Paris, France",Fog,12856,526,9,Daylight,Back,Full Plane
18/10/2025,Lufthansa,Minor,10,273,Airbus A320,Landing gear malfunction,"São Paulo, Brazil",Clear,14571,170,21,Night,Front,Partial - High Monetary Damage
05/04/2018,Singapore Airlines,Severe,289,99,Bombardier CRJ900,Runway excursion,"Sydney, Australia",Rain,24299,164,13,Night,Front,Partial - Low Monetary Damage
09/10/2020,United,Minor,9,211,Boeing 737,Controlled flight into terrain,"Beijing, China",Thunderstorm,28819,287,10,Night,Back,Partial - Low Monetary Damage
12/06/2015,American Airlines,Minor,2,88,Boeing 747,Fuel exhaustion,"London, UK",Fog,27635,233,4,Daylight,Back,Partial - Low Monetary Damage
03/09/2017,British Airways,Minor,3,273,Boeing 737,Severe turbulence,"New York, USA",Snow,5818,404,40,Night,Back,Partial - High Monetary Damage
16/07/2019,Delta,Minor,8,47,Airbus A320,Lightning strike,"New York, USA",Rain,31246,178,23,Daylight,Back,Full Plane
22/11/2013,Air India,Minor,3,99,Embraer 190,Fuel exhaustion,"Tokyo, Japan",Thunderstorm,3133,572,38,Night,Front,Full Plane
30/04/2014,Lufthansa,Minor,5,147,Boeing 747,Mid-air collision,"Mumbai, India",Thunderstorm,29392,116,12,Daylight,Back,Partial - High Monetary Damage
02/08/2024,Turkish Airlines,Severe,286,62,Boeing 747,Controlled flight into terrain,"Paris, France",Fog,14407,213,35,Daylight,Back,Partial - High Monetary Damage
23/11/2012,British Airways,Minor,2,119,Boeing 777,Structural failure,"São Paulo, Brazil",Rain,8128,311,18,Daylight,Back,Partial - High Monetary Damage
28/02/2020,British Airways,Minor,2,170,Boeing 777,Structural failure,"Mumbai, India",Windy,29261,500,34,Daylight,Back,Partial - Low Monetary Damage
17/03/2021,Turkish Airlines,Severe,103,12,Airbus A320,Pilot error,"Mumbai, India",Rain,19756,406,37,Night,Front,Full Plane
14/06/2024,Air India,Severe,169,96,Bombardier CRJ900,Lightning strike,"Toronto, Canada",Fog,18346,218,36,Daylight,Back,Full Plane
27/10/2010,Singapore Airlines,Minor,7,103,Airbus A350,Sabotage,"Beijing, China",Windy,23417,127,31,Daylight,Front,Partial - High Monetary Damage
04/04/2011,Lufthansa,Minor,5,145,Airbus A380,Bird strike,"Dubai, UAE",Snow,30211,404,16,Daylight,Back,Full Plane
18/09/2015,United,Severe,61,205,Bombardier CRJ900,Landing gear malfunction,"London, UK",Windy,30248,489,24,Night,Front,Full Plane
01/06/2017,Delta,Minor,4,6,Airbus A350,Landing gear malfunction,"Sydney, Australia",Fog,28049,143,33,Night,Front,Partial - High Monetary Damage
11/10/2014,Turkish Airlines,Minor,4,242,Bombardier CRJ900,Controlled flight into terrain,"Beijing, China",Thunderstorm,11341,467,32,Daylight,Back,Partial - Low Monetary Damage
14/08/2017,American Airlines,Severe,253,159,Boeing 737,Controlled flight into terrain,"Paris, France",Windy,27097,590,12,Night,Back,Partial - Low Monetary Damage
26/11/2021,Delta,Severe,184,212,Boeing 777,Mid-air collision,"Mumbai, India",Rain,8906,237,30,Daylight,Front,Full Plane
30/12/2017,Turkish Airlines,Severe,255,258,Boeing 737,Bird strike,"Tokyo, Japan",Rain,25436,572,11,Night,Back,Full Plane
30/10/2025,Turkish Airlines,Minor,0,225,Boeing 737,Lightning strike,"Tokyo, Japan",Thunderstorm,16056,525,40,Night,Back,Partial - Low Monetary Damage
06/02/2023,American Airlines,Minor,6,166,Boeing 747,Sabotage,"New York, USA",Fog,25717,422,39,Night,Front,Partial - High Monetary Damage
15/07/2020,Air India,Minor,10,228,Boeing 737,Fuel exhaustion,"New York, USA",Fog,29130,598,13,Daylight,Back,Partial - High Monetary Damage
24/11/2014,Singapore Airlines,Minor,3,154,Embraer 190,Landing gear malfunction,"Tokyo, Japan",Snow,35270,130,14,Daylight,Back,Partial - High Monetary Damage
14/05/2011,Delta,Severe,211,151,Bombardier CRJ900,Mid-air collision,"Paris, France",Clear,20523,567,22,Night,Front,Full Plane
27/10/2012,American Airlines,Minor,2,219,Airbus A350,Pilot error,"Toronto, Canada",Thunderstorm,2696,151,31,Night,Back,Partial - High Monetary Damage
15/05/2020,United,Minor,4,161,Bombardier CRJ900,Bird strike,"São Paulo, Brazil",Fog,33386,447,2,Daylight,Front,Partial - High Monetary Damage
13/12/2014,Qatar Airways,Minor,4,155,Airbus A320,Structural failure,"London, UK",Windy,36324,270,11,Night,Back,Partial - Low Monetary Damage
07/04/2024,British Airways,Minor,8,129,Boeing 777,Structural failure,"Beijing, China",Snow,39679,175,17,Night,Front,Partial - High Monetary Damage
04/01/2025,Delta,Severe,224,275,Airbus A380,Structural failure,"Sydney, Australia",Snow,32006,338,2,Night,Front,Partial - High Monetary Damage
02/11/2012,Turkish Airlines,Severe,206,72,Embraer 190,Fuel exhaustion,"New York, USA",Windy,32499,223,40,Daylight,Back,Full Plane
26/10/2013,Delta,Minor,6,58,Airbus A320,Bird strike,"Beijing, China",Rain,17364,155,16,Daylight,Front,Partial - High Monetary Damage
09/05/2022,Turkish Airlines,Minor,8,263,Boeing 747,Bird strike,"Toronto, Canada",Clear,32492,583,37,Night,Front,Partial - High Monetary Damage
22/09/2017,British Airways,Minor,4,250,Embraer 190,Fuel exhaustion,"Sydney, Australia",Fog,24532,463,33,Night,Front,Full Plane
20/01/2020,Air India,Minor,6,111,Airbus A320,Lightning strike,"London, UK",Thunderstorm,17866,158,26,Night,Front,Partial - Low Monetary Damage
05/07/2010,American Airlines,Severe,58,285,Airbus A320,Bird strike,"Beijing, China",Snow,18799,485,28,Daylight,Front,Partial - High Monetary Damage
01/01/2017,Emirates,Severe,121,90,Boeing 777,Engine failure during takeoff,"Paris, France",Rain,15691,335,13,Night,Back,Partial - High Monetary Damage
27/11/2025,Delta,Minor,1,54,Bombardier CRJ900,Landing gear malfunction,"Toronto, Canada",Snow,18694,194,39,Daylight,Back,Partial - Low Monetary Damage
30/08/2013,Lufthansa,Minor,2,65,Boeing 747,Severe turbulence,"São Paulo, Brazil",Windy,32927,519,34,Night,Front,Partial - Low Monetary Damage
17/09/2015,United,Minor,6,168,Boeing 777,Landing gear malfunction,"São Paulo, Brazil",Clear,21907,193,20,Night,Front,Partial - Low Monetary Damage
09/12/2010,Turkish Airlines,Minor,1,166,Embraer 190,Fuel exhaustion,"Beijing, China",Windy,9066,302,25,Daylight,Back,Partial - Low Monetary Damage
02/06/2013,Emirates,Minor,6,261,Boeing 777,Runway excursion,"Beijing, China",Clear,38498,259,19,Night,Back,Full Plane
05/06/2017,United,Minor,5,278,Bombardier CRJ900,Severe turbulence,"Paris, France",Fog,23209,566,35,Daylight,Front,Partial - High Monetary Damage
04/09/2017,United,Minor,5,250,Embraer 190,Bird strike,"Toronto, Canada",Windy,12468,133,19,Night,Back,Partial - High Monetary Damage
29/07/2017,American Airlines,Minor,10,241,Bombardier CRJ900,Lightning strike,"New York, USA",Thunderstorm,29237,232,18,Daylight,Back,Full Plane
06/07/2016,Singapore Airlines,Minor,4,143,Boeing 737,Bird strike,"Sydney, Australia",Windy,30126,351,9,Night,Back,Partial - High Monetary Damage
18/03/2019,Qatar Airways,Minor,2,20,Boeing 747,Engine failure during takeoff,"Sydney, Australia",Thunderstorm,16629,591,30,Night,Back,Full Plane
09/09/2021,British Airways,Minor,7,179,Boeing 737,Controlled flight into terrain,"London, UK",Windy,1802,543,16,Night,Back,Partial - High Monetary Damage
16/07/2023,Turkish Airlines,Severe,199,29,Airbus A350,Fuel exhaustion,"São Paulo, Brazil",Rain,15730,268,38,Daylight,Front,Full Plane
16/09/2025,Turkish Airlines,Minor,3,111,Airbus A380,Lightning strike,"Toronto, Canada",Snow,31208,315,36,Daylight,Back,Full Plane
04/05/2025,American Airlines,Minor,3,33,Airbus A320,Sabotage,"Mumbai, India",Thunderstorm,25512,392,15,Night,Back,Partial - Low Monetary Damage
01/01/2015,Lufthansa,Minor,10,174,Boeing 747,Bird strike,"Sydney, Australia",Clear,30522,596,21,Daylight,Back,Full Plane
25/12/2022,Lufthansa,Severe,200,33,Airbus A320,Bird strike,"Beijing, China",Snow,27518,503,26,Night,Back,Full Plane
03/02/2020,Air India,Minor,9,106,Embraer 190,Lightning strike,"Sydney, Australia",Thunderstorm,36541,106,23,Night,Front,Partial - Low Monetary Damage
11/04/2020,Qatar Airways,Minor,7,158,Airbus A320,Pilot error,"Toronto, Canada",Thunderstorm,31150,549,9,Night,Front,Full Plane
24/07/2024,Turkish Airlines,Minor,0,194,Airbus A350,Severe turbulence,"Dubai, UAE",Windy,18441,105,16,Daylight,Back,Partial - High Monetary Damage
13/11/2010,Qatar Airways,Severe,83,191,Embraer 190,Severe turbulence,"Sydney, Australia",Clear,1639,424,39,Night,Front,Partial - Low Monetary Damage
29/07/2016,British Airways,Minor,1,27,Boeing 737,Fuel exhaustion,"Paris, France",Thunderstorm,17376,133,5,Daylight,Back,Full Plane
04/05/2012,Air India,Minor,4,279,Bombardier CRJ900,Landing gear malfunction,"Sydney, Australia",Windy,9849,367,36,Night,Front,Full Plane
01/05/2012,Delta,Severe,221,212,Airbus A380,Mid-air collision,"São Paulo, Brazil",Snow,1476,236,36,Daylight,Back,Partial - High Monetary Damage
28/04/2019,Turkish Airlines,Minor,6,165,Boeing 777,Engine failure during takeoff,"London, UK",Fog,31458,164,27,Night,Front,Partial - High Monetary Damage
09/09/2020,Emirates,Minor,1,214,Bombardier CRJ900,Bird strike,"Mumbai, India",Fog,27607,570,30,Daylight,Front,Partial - Low Monetary Damage
07/07/2022,Turkish Airlines,Minor,6,288,Boeing 747,Lightning strike,"Beijing, China",Rain,30621,412,26,Night,Front,Full Plane
20/01/2022,Singapore Airlines,Minor,9,219,Airbus A380,Fuel exhaustion,"London, UK",Fog,23245,508,11,Daylight,Front,Full Plane
21/07/2011,British Airways,Minor,0,112,Airbus A350,Fuel exhaustion,"São Paulo, Brazil",Snow,5276,214,10,Daylight,Back,Partial - High Monetary Damage
25/01/2018,United,Minor,4,279,Embraer 190,Controlled flight into terrain,"Mumbai, India",Clear,20193,211,31,Daylight,Back,Full Plane
04/02/2023,Qatar Airways,Minor,7,251,Airbus A350,Sabotage,"São Paulo, Brazil",Clear,39110,268,16,Night,Back,Partial - High Monetary Damage
14/06/2019,Emirates,Severe,221,136,Airbus A320,Lightning strike,"Tokyo, Japan",Clear,29173,412,22,Night,Back,Partial - Low Monetary Damage
20/04/2024,Air India,Severe,147,150,Bombardier CRJ900,Landing gear malfunction,"Tokyo, Japan",Thunderstorm,22985,370,15,Night,Back,Partial - High Monetary Damage
27/05/2016,Singapore Airlines,Minor,1,245,Embraer 190,Mid-air collision,"New York, USA",Clear,13088,477,16,Daylight,Back,Partial - High Monetary Damage
19/12/2018,Emirates,Minor,0,251,Boeing 777,Landing gear malfunction,"New York, USA",Fog,19532,239,20,Daylight,Back,Full Plane
19/06/2024,Emirates,Minor,2,40,Boeing 747,Mid-air collision,"Dubai, UAE",Rain,5784,329,1,Daylight,Back,Full Plane
28/04/2020,Singapore Airlines,Severe,297,116,Boeing 737,Structural failure,"Toronto, Canada",Snow,4982,510,25,Daylight,Back,Full Plane
23/03/2015,Air India,Severe,206,157,Embraer 190,Controlled flight into terrain,"Toronto, Canada",Clear,20780,256,11,Night,Back,Full Plane
01/11/2021,Delta,Minor,6,44,Boeing 747,Sabotage,"Dubai, UAE",Clear,30879,183,4,Night,Back,Full Plane
08/10/2018,Qatar Airways,Severe,219,84,Embraer 190,Bird strike,"Tokyo, Japan",Thunderstorm,13611,180,7,Daylight,Back,Full Plane
13/09/2017,Emirates,Minor,10,173,Embraer 190,Controlled flight into terrain,"London, UK",Windy,13628,394,27,Night,Front,Partial - High Monetary Damage
11/07/2018,Lufthansa,Minor,10,122,Airbus A380,Landing gear malfunction,"New York, USA",Fog,3892,375,28,Daylight,Front,Partial - High Monetary Damage
27/08/2023,British Airways,Minor,5,265,Boeing 747,Bird strike,"São Paulo, Brazil",Snow,38558,426,13,Daylight,Back,Partial - Low Monetary Damage
25/03/2010,Turkish Airlines,Minor,4,127,Embraer 190,Lightning strike,"Beijing, China",Snow,3813,224,16,Night,Back,Partial - Low Monetary Damage
30/08/2016,British Airways,Minor,4,134,Boeing 737,Sabotage,"Mumbai, India",Rain,2118,527,18,Night,Back,Partial - Low Monetary Damage
31/03/2016,Air India,Minor,1,44,Boeing 747,Pilot error,"New York, USA",Windy,3048,506,4,Daylight,Front,Partial - High Monetary Damage
20/07/2021,British Airways,Minor,9,13,Bombardier CRJ900,Controlled flight into terrain,"Toronto, Canada",Snow,37419,592,8,Night,Front,Partial - Low Monetary Damage
20/01/2025,British Airways,Minor,0,217,Boeing 747,Bird strike,"São Paulo, Brazil",Clear,18203,489,17,Daylight,Back,Partial - High Monetary Damage
08/12/2015,British Airways,Minor,4,188,Boeing 777,Engine failure during takeoff,"Sydney, Australia",Clear,2195,431,9,Daylight,Front,Full Plane
19/01/2025,British Airways,Minor,3,234,Airbus A320,Landing gear malfunction,"New York, USA",Fog,26806,490,6,Night,Back,Partial - High Monetary Damage
03/09/2019,Singapore Airlines,Severe,175,69,Bombardier CRJ900,Landing gear malfunction,"Beijing, China",Fog,24418,265,24,Daylight,Back,Full Plane
15/03/2021,Lufthansa,Minor,7,228,Boeing 737,Severe turbulence,"Paris, France",Fog,26111,415,26,Night,Front,Full Plane
13/02/2015,United,Minor,0,215,Boeing 777,Fuel exhaustion,"Mumbai, India",Rain,23400,313,13,Daylight,Front,Partial - High Monetary Damage
25/08/2014,American Airlines,Minor,2,195,Airbus A350,Controlled flight into terrain,"Sydney, Australia",Rain,33176,450,17,Daylight,Front,Partial - Low Monetary Damage
16/03/2014,United,Minor,9,187,Airbus A320,Pilot error,"Sydney, Australia",Fog,9831,312,22,Night,Front,Partial - Low Monetary Damage
18/12/2025,Lufthansa,Minor,10,215,Embraer 190,Lightning strike,"New York, USA",Thunderstorm,15870,566,12,Daylight,Front,Partial - Low Monetary Damage
31/12/2013,Singapore Airlines,Severe,156,80,Boeing 777,Runway excursion,"Mumbai, India",Windy,19038,455,27,Night,Back,Full Plane
27/12/2023,British Airways,Minor,7,21,Boeing 777,Engine failure during takeoff,"New York, USA",Thunderstorm,17261,346,14,Daylight,Back,Full Plane
01/08/2011,Air India,Minor,0,215,Airbus A350,Controlled flight into terrain,"Paris, France",Thunderstorm,22505,503,26,Daylight,Front,Partial - Low Monetary Damage
21/06/2025,British Airways,Minor,5,255,Airbus A380,Controlled flight into terrain,"Paris, France",Windy,16001,344,11,Night,Front,Partial - High Monetary Damage
28/08/2013,United,Severe,52,25,Embraer 190,Runway excursion,"Toronto, Canada",Fog,34428,508,34,Daylight,Back,Full Plane
10/05/2016,Qatar Airways,Minor,3,120,Boeing 747,Fuel exhaustion,"Beijing, China",Windy,21858,578,36,Daylight,Back,Partial - Low Monetary Damage
